ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20120001437,2012-01-20,08:30:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,248328,1,1,0,0,2,3,1,5,Not at intersection,1,60,Local Road
T20120001441,2012-01-20,08:45:00,5,collision with some other object,6,Friday,166,STRUCK OBJECT ON CARRIAGEWAY,1,273385,1,0,1,0,1,2,1,5,Not at intersection,2,80,Local Road
T20120001448,2012-01-20,11:00:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,243678,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120001449,2012-01-20,11:42:00,2,Struck Pedestrian,6,Friday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,273386,1,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Other
T20120001452,2012-01-20,09:10:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,35838,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road
T20120001456,2012-01-20,06:45:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,273389,3,0,0,2,1,3,1,5,Not at intersection,3,100,Freeway
T20120001457,2012-01-20,13:45:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,935,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120001460,2012-01-20,09:30:00,1,Collision with vehicle,6,Friday,112,LEFT FAR (INTERSECTIONS ONLY),1,249084,2,0,0,1,2,3,1,2,T intersection,3,100,
T20120001461,2012-01-20,03:00:00,4,Collision with a fixed object,6,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,273390,1,0,0,2,0,2,2,5,Not at intersection,3,100,Local Road
T20120001494,2012-01-20,19:35:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52967,2,0,1,1,1,3,1,1,Cross intersection,2,50,Local Road
T20120001496,2012-01-20,14:45:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43554,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120001497,2012-01-20,16:10:00,4,Collision with a fixed object,6,Friday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,248166,1,1,1,0,0,2,1,5,Not at intersection,1,100,Arterial Highway
T20120001462,2012-01-20,13:35:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,50131,1,0,1,0,0,1,1,2,T intersection,2,80,Arterial Other
T20120001501,2012-01-20,18:55:00,7,Fall from or in moving vehicle,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,273397,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120001502,2012-01-20,21:10:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),9,249099,2,0,0,1,2,3,1,2,T intersection,3,100,Arterial Highway
T20120001503,2012-01-20,20:05:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,273396,1,0,1,0,0,1,1,5,Not at intersection,2,80,Freeway
T20120007411,2012-01-20,17:20:00,1,Collision with vehicle,6,Friday,140,U TURN,1,250878,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other
T20120001808,2012-01-20,15:00:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,249199,1,0,1,0,0,1,2,5,Not at intersection,2,50,Local Road
T20120001426,2012-01-20,00:30:00,6,Vehicle overturned (no collision),6,Friday,172,OFF CARRIAGEWAY TO RIGHT,5,248968,1,0,2,0,0,2,1,5,Not at intersection,2,999,Local Road
T20120001427,2012-01-20,04:20:00,5,collision with some other object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,249064,1,0,0,1,0,1,1,2,T intersection,3,60,
T20120001504,2012-01-20,22:01:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,5,249100,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road
T20120001657,2012-01-20,22:50:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,273384,2,0,0,1,2,3,1,5,Not at intersection,3,100,Local Road
T20120001477,2012-01-20,15:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,249092,2,0,1,0,1,2,1,5,Not at intersection,2,70,Arterial Other
T20120001702,2012-01-20,15:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,231006,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway
T20120001478,2012-01-20,15:10:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,29517,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120001514,2012-01-20,16:20:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45538,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120002263,2012-01-20,17:30:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,273394,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Highway
T20120001476,2012-01-20,15:30:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,38486,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Highway
T20120003468,2012-01-20,07:30:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,273395,2,0,0,1,1,2,2,2,T intersection,3,100,Local Road
T20120001567,2012-01-20,15:30:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,50941,2,0,1,4,0,5,1,2,T intersection,2,100,Arterial Other
T20120001557,2012-01-20,22:00:00,6,Vehicle overturned (no collision),6,Friday,172,OFF CARRIAGEWAY TO RIGHT,5,279134,1,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road
T20120001470,2012-01-20,12:10:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,238,1,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120001475,2012-01-20,15:56:00,1,Collision with vehicle,6,Friday,131,LEFT REAR,1,44507,2,0,0,1,3,4,1,1,Cross intersection,3,60,Local Road
T20120001469,2012-01-20,14:33:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29487,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other
T20120001534,2012-01-20,16:40:00,1,Collision with vehicle,6,Friday,143,ENTERING PARKING,1,273392,3,0,0,3,1,4,1,5,Not at intersection,3,60,Local Road
T20120001483,2012-01-20,17:30:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,60245,2,0,0,1,3,4,1,1,Cross intersection,3,60,Arterial Highway
T20120001467,2012-01-20,12:06:00,2,Struck Pedestrian,6,Friday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,29859,1,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other
T20120001485,2012-01-20,15:45:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,38531,2,0,0,1,2,3,2,1,Cross intersection,3,999,Arterial Other
T20120001516,2012-01-21,06:20:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,2,36321,2,0,1,0,2,3,1,1,Cross intersection,2,80,Arterial Highway
T20120001630,2012-01-21,19:15:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,249056,3,0,0,1,4,5,1,5,Not at intersection,3,80,
T20120001671,2012-01-21,01:15:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,107,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Highway
T20120008665,2012-01-21,20:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,251061,1,0,0,1,0,1,2,5,Not at intersection,3,60,Local Road
T20120005135,2012-01-21,13:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,250209,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120001578,2012-01-21,07:50:00,1,Collision with vehicle,7,Saturday,199,UNKNOWN-NO DETAILS ON MANOEUVRES OF ROAD-USERS IN ACCIDENT,1,36053,3,0,3,0,3,6,1,2,T intersection,2,70,Arterial Other
T20120001571,2012-01-21,23:40:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,53276,1,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120001569,2012-01-21,23:40:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),5,273414,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20120001568,2012-01-21,23:15:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,249159,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other
T20120005587,2012-01-21,17:39:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,44318,2,0,0,2,0,2,1,2,T intersection,3,60,Arterial Other
T20120001566,2012-01-21,23:30:00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,42027,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120001562,2012-01-21,15:30:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,273406,3,0,0,1,1,2,1,5,Not at intersection,3,70,Arterial Other
T20120001561,2012-01-21,19:35:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,273405,1,0,1,1,0,2,1,5,Not at intersection,2,100,
T20120001559,2012-01-21,16:30:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,273404,2,0,0,2,1,3,1,5,Not at intersection,3,60,Local Road
T20120001558,2012-01-21,19:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,70045,2,0,0,2,2,4,1,1,Cross intersection,3,50,Local Road
T20120001783,2012-01-21,12:00:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,273408,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road
T20120001555,2012-01-21,18:25:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,249152,3,0,0,1,3,4,1,5,Not at intersection,3,80,Arterial Other
T20120001553,2012-01-21,18:00:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,37402,1,0,2,0,1,3,1,1,Cross intersection,2,60,Arterial Other
T20120001551,2012-01-21,15:10:00,4,Collision with a fixed object,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,273410,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Highway
T20120001549,2012-01-21,09:15:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,273413,2,2,1,0,0,3,1,5,Not at intersection,1,110,Freeway
T20120001955,2012-01-21,14:00:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,273409,1,0,0,2,1,3,2,5,Not at intersection,3,50,
T20120003106,2012-01-21,17:50:00,1,Collision with vehicle,7,Saturday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,1,49243,2,0,0,1,1,2,2,4,Multiple intersection,3,80,Arterial Highway
T20120001542,2012-01-21,15:30:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,249147,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20120001541,2012-01-21,12:00:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,256469,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20120001644,2012-01-21,17:50:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,273398,2,0,1,1,3,5,1,4,Multiple intersection,2,80,Arterial Highway
T20120001538,2012-01-21,13:15:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,249145,1,0,2,0,0,2,1,5,Not at intersection,2,50,Local Road
T20120001536,2012-01-21,11:20:00,4,Collision with a fixed object,7,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,72797,1,0,1,1,0,2,1,2,T intersection,2,100,Arterial Other
T20120001509,2012-01-21,00:01:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,41499,2,0,1,0,4,5,1,1,Cross intersection,2,60,Local Road
T20120001532,2012-01-21,14:30:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,249141,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other
T20120019558,2012-01-21,15:00:00,7,Fall from or in moving vehicle,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,273412,1,0,0,1,0,1,2,5,Not at intersection,3,60,Local Road
T20120001529,2012-01-21,12:30:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,252457,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120001527,2012-01-21,12:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,273399,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20120001523,2012-01-21,11:30:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37419,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road
T20120011492,2012-01-21,13:30:00,8,No collision and no object struck,7,Saturday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,1,251916,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road
T20120001771,2012-01-21,19:55:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),2,273407,2,0,0,1,1,2,1,5,Not at intersection,3,100,
T20120001515,2012-01-21,02:35:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,249101,2,0,0,4,0,4,1,5,Not at intersection,3,50,Local Road
T20120001543,2012-01-21,14:15:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,273411,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Other
T20120001597,2012-01-22,12:05:00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY,1,273420,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120001592,2012-01-22,12:42:00,1,Collision with vehicle,1,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,273419,3,0,0,1,7,8,1,5,Not at intersection,3,80,Arterial Highway
T20120004440,2012-01-22,02:30:00,2,Struck Pedestrian,1,Sunday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,3,43057,1,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road
T20120001587,2012-01-22,11:30:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,44899,2,0,2,0,1,3,1,1,Cross intersection,2,70,Arterial Other
T20120001586,2012-01-22,10:40:00,1,Collision with vehicle,1,Sunday,137,LEFT TURN SIDESWIPE,1,50368,2,0,0,1,2,3,2,1,Cross intersection,3,50,Arterial Highway
T20120001584,2012-01-22,09:17:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,41846,2,0,1,0,2,3,2,2,T intersection,2,70,Arterial Other
T20120001864,2012-01-22,10:25:00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,1,273427,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120001576,2012-01-22,05:15:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,249160,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other
T20120002435,2012-01-22,16:46:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,273428,3,0,2,1,6,9,1,5,Not at intersection,2,80,Local Road
T20120001642,2012-01-22,15:45:00,6,Vehicle overturned (no collision),1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,273418,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20120001641,2012-01-22,12:45:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,49523,2,0,1,3,2,6,1,1,Cross intersection,2,80,Local Road
T20120001668,2012-01-22,13:30:00,1,Collision with vehicle,1,Sunday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,35849,2,0,0,1,1,2,2,4,Multiple intersection,3,60,Freeway
T20120003210,2012-01-22,18:55:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,38029,2,0,0,1,2,3,2,1,Cross intersection,3,60,Local Road
T20120001719,2012-01-22,12:30:00,1,Collision with vehicle,1,Sunday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,273431,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120014430,2012-01-22,13:00:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,44625,2,0,0,1,2,3,2,2,T intersection,3,60,Arterial Other
T20120002662,2012-01-22,12:15:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,37452,3,0,0,1,2,3,2,1,Cross intersection,3,60,Local Road
T20120001632,2012-01-22,23:15:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,46452,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120001669,2012-01-22,17:30:00,6,Vehicle overturned (no collision),1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,249503,1,0,0,1,0,1,1,2,T intersection,3,100,Arterial Other
T20120001621,2012-01-22,20:29:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,42022,3,0,0,3,3,6,1,2,T intersection,3,60,Arterial Other
T20120002535,2012-01-22,04:00:00,2,Struck Pedestrian,1,Sunday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,3,249366,1,0,0,2,0,2,1,5,Not at intersection,3,999,Local Road
T20120001620,2012-01-22,18:15:00,1,Collision with vehicle,1,Sunday,169,OTHER ON PATH,1,273417,2,0,1,0,0,1,2,5,Not at intersection,2,50,Local Road
T20120001619,2012-01-22,07:15:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,249052,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other
T20120001618,2012-01-22,21:00:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,2,52868,2,0,0,3,2,5,1,1,Cross intersection,3,50,Arterial Other
T20120001617,2012-01-22,17:40:00,8,No collision and no object struck,1,Sunday,172,OFF CARRIAGEWAY TO RIGHT,1,198250,1,0,0,1,0,1,1,5,Not at intersection,3,100,Freeway
T20120001615,2012-01-22,17:30:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,43579,4,0,0,1,7,8,1,2,T intersection,3,80,Arterial Highway
T20120001591,2012-01-22,10:48:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,273430,2,0,1,0,1,2,1,5,Not at intersection,2,50,Arterial Other
T20120001614,2012-01-22,18:15:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,40374,3,0,1,1,1,3,1,1,Cross intersection,2,60,Arterial Other
T20120002730,2012-01-22,11:45:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,235110,1,0,1,0,0,1,2,2,T intersection,2,60,Arterial Highway
T20120001611,2012-01-22,16:30:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,35627,3,0,0,1,4,5,1,1,Cross intersection,3,80,Arterial Other
T20120001608,2012-01-22,15:45:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,273421,2,0,0,3,5,8,1,5,Not at intersection,3,80,Arterial Highway
T20120001603,2012-01-22,15:30:00,8,No collision and no object struck,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,249639,1,0,1,0,0,1,1,2,T intersection,2,100,Arterial Other
T20120001602,2012-01-22,11:45:00,1,Collision with vehicle,1,Sunday,112,LEFT FAR (INTERSECTIONS ONLY),1,249813,2,0,3,0,1,4,1,2,T intersection,2,100,Arterial Highway
T20120002582,2012-01-22,15:30:00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY,1,273429,1,0,0,1,0,1,2,5,Not at intersection,3,60,
T20120001656,2012-01-23,07:30:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,237310,2,0,0,1,1,2,1,2,T intersection,3,100,
T20120001725,2012-01-23,16:15:00,6,Vehicle overturned (no collision),2,Monday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,273437,1,0,1,0,0,1,1,5,Not at intersection,2,80,
T20120016020,2012-01-23,23:30:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,6,273444,2,0,0,1,0,1,2,2,T intersection,3,60,Local Road
T20120001962,2012-01-23,19:45:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,42579,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120001786,2012-01-23,19:15:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),2,273442,3,0,0,1,3,4,2,5,Not at intersection,3,60,Arterial Other
T20120001693,2012-01-23,13:50:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,35563,2,0,0,2,1,3,1,2,T intersection,3,70,Arterial Other
T20120001765,2012-01-23,16:30:00,1,Collision with vehicle,2,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,273439,2,0,0,1,1,2,1,5,Not at intersection,3,100,Freeway
T20120001689,2012-01-23,13:31:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,42035,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120001686,2012-01-23,12:52:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41182,2,0,1,0,1,2,1,1,Cross intersection,2,40,Arterial Other
T20120001716,2012-01-23,19:52:00,1,Collision with vehicle,2,Monday,131,LEFT REAR,3,273435,2,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Other
T20120001715,2012-01-23,06:10:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),2,273434,2,0,1,0,1,2,1,5,Not at intersection,2,110,Freeway
T20120001713,2012-01-23,15:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,249090,2,0,0,1,1,2,1,5,Not at intersection,3,80,Arterial Highway
T20120001712,2012-01-23,18:00:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,45237,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Other
T20120001884,2012-01-23,17:00:00,6,Vehicle overturned (no collision),2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,249224,1,0,0,1,0,1,2,5,Not at intersection,3,40,Arterial Other
T20120018097,2012-01-23,09:10:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,42110,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120002191,2012-01-23,15:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45590,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road
T20120001708,2012-01-23,17:20:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING,1,249087,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road
T20120001679,2012-01-23,09:00:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,249078,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120002110,2012-01-23,14:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,44629,2,0,1,0,1,2,2,2,T intersection,2,60,Local Road
T20120001718,2012-01-23,18:25:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,35487,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road
T20120001670,2012-01-23,11:50:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,249073,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway
T20120001742,2012-01-23,17:08:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,234894,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Other
T20120001740,2012-01-23,17:31:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,45697,2,0,0,1,1,2,2,4,Multiple intersection,3,70,Freeway
T20120001710,2012-01-23,17:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,273433,4,0,0,1,3,4,1,5,Not at intersection,3,80,Arterial Other
T20120001732,2012-01-23,22:45:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,273432,1,1,1,0,0,2,1,5,Not at intersection,1,60,
