ACCIDENT_NO,PERSON_ID,VEHICLE_ID,SEX,AGE_GROUP,INJ_LEVEL,INJ_LEVEL_DESC,SEATING_POSITION,HELMET_BELT_WORN,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,LICENCE_STATE,TAKEN_HOSPITAL,EJECTED_CODE
T20230009868,A,A,F,Unknown,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230012728,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190009356,B,B,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20190003456,02,B,F,22-25,2,Serious injury,LF,1.0,3,Passengers,,Y,
T20190013109,02,B,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20170020986,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20170020918,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200007746,01,,F,18-21,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20200000888,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,Z,N,0.0
T20190014638,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,
T20150025340,02,B,F,50-59,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20150025340,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200005979,01,A,M,22-25,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20160020748,01,A,U,13-15,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20200014916,B,B,M,50-59,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20220022000,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200007988,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000206,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190019348,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,Y,0.0
T20200023515,04,A,F,5-12,3,Other injury,OR,1.0,3,Passengers,,,9.0
T20210010740,B,B,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210010740,A,A,F,60-64,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210003259,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20210013151,A,A,M,40-49,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20210019634,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220005560,01,A,F,0-4,3,Other injury,RR,4.0,3,Passengers,,N,0.0
T20230015116,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210008241,01,A,M,70+,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20210010049,A,A,F,26-29,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230014363,B,B,M,30-39,3,Other injury,D,9.0,6,Bicyclists,V,,0.0
T20210009985,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20210006037,B,B,F,18-21,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20220006480,B,B,F,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200011024,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,Q,,0.0
T20220007371,01,B,F,50-59,2,Serious injury,LF,9.0,3,Passengers,,Y,0.0
T20220007371,C,C,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210022892,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20210022892,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,9.0
T20240008892,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190015647,D,D,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200021011,01,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20220019545,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20200023852,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200023852,A,A,M,22-25,2,Serious injury,D,1.0,2,Drivers,O,Y,0.0
T20210009063,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20170000380,B,B,M,30-39,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20180017037,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20210014116,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210013538,A,A,M,26-29,4,Not injured,D,6.0,4,Motorcyclists,V,,0.0
T20210013538,01,A,F,30-39,3,Other injury,PL,6.0,5,Pillion Passengers,,N,1.0
T20200000875,A,A,M,26-29,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20220023337,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20130000678,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20130000678,01,B,F,40-49,3,Other injury,LF,1.0,3,Passengers,,N,2.0
T20170017127,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20130016994,03,A,F,0-4,3,Other injury,CR,3.0,3,Passengers,,N,0.0
T20170016378,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210009945,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20190007253,B,B,F,16-17,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20130016318,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210016184,C,C,M,18-21,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20210007391,02,A,M,22-25,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20210008413,B,B,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210008775,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,
T20230000712,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20170012441,01,A,F,22-25,4,Not injured,LF,2.0,3,Passengers,,,0.0
T20230005335,03,C,F,26-29,3,Other injury,LR,1.0,3,Passengers,,,0.0
T20200021326,01,B,M,30-39,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20220029214,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210025998,01,A,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20220027761,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220027761,A,A,F,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20220020399,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,
T20220020399,C,C,M,18-21,3,Other injury,D,1.0,2,Drivers,V,,
T20230029448,A,A,F,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240001460,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240001460,B,B,M,50-59,3,Other injury,D,8.0,6,Bicyclists,,,1.0
T20240000447,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000447,02,A,F,5-12,4,Not injured,RR,9.0,3,Passengers,,,0.0
T20240000447,03,A,F,5-12,3,Other injury,LR,3.0,3,Passengers,,,0.0
T20240000447,01,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240000447,C,C,M,40-49,4,Not injured,D,1.0,2,Drivers,Q,,0.0
T20240000447,04,C,M,5-12,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20220020431,A,A,F,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,3.0
T20240011247,B,B,M,22-25,2,Serious injury,D,6.0,4,Motorcyclists,O,Y,1.0
T20230029813,01,B,F,50-59,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20230029813,B,B,M,60-64,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240007741,B,B,M,26-29,2,Serious injury,D,9.0,6,Bicyclists,V,Y,1.0
T20220026079,01,,M,70+,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20200007411,A,A,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20200007411,B,B,M,40-49,4,Not injured,NK,9.0,7,Drivers,V,,0.0
T20200007411,01,A,F,26-29,2,Serious injury,OR,1.0,3,Passengers,,Y,0.0
T20230015998,A,A,M,22-25,3,Other injury,D,9.0,4,Motorcyclists,V,,1.0
T20240004968,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20200015707,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220026079,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240006534,02,,F,26-29,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20240006201,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240006201,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20220014724,A,A,F,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220024045,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20220024045,B,B,F,40-49,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20200002256,01,,M,70+,1,Fatality,,8.0,1,Pedestrians,,Y,0.0
T20240009678,01,A,M,60-64,3,Other injury,NK,9.0,9,Not Known,,,0.0
T20240016288,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240010294,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,,
T20240010294,B,B,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,
T20240010294,01,B,F,22-25,4,Not injured,LF,1.0,3,Passengers,,,
T20240005564,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010193,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010262,01,A,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240010262,A,A,M,70+,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240010283,01,B,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,
T20240010200,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010200,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010233,B,B,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010233,01,,F,30-39,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240010233,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010276,01,,F,18-21,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240010276,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010298,B,B,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,
T20240010298,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,
T20240012368,01,A,M,18-21,2,Serious injury,LR,2.0,3,Passengers,,Y,0.0
T20240012368,02,A,M,22-25,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20240010226,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20240010226,01,,F,30-39,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240016480,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20240012824,A,A,M,65-69,3,Other injury,D,9.0,4,Motorcyclists,N,N,1.0
T20180012784,C,C,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220016312,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240006497,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000968,B,B,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240011602,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240005326,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20180009508,C,C,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210019085,B,B,F,50-59,2,Serious injury,D,2.0,2,Drivers,V,Y,0.0
T20240015234,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240008394,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20240004250,01,A,F,30-39,2,Serious injury,RR,9.0,3,Passengers,,Y,0.0
T20220021107,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220022850,02,B,F,50-59,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20220022850,A,A,F,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20220022850,B,B,M,60-64,4,Not injured,D,9.0,2,Drivers,O,,0.0
T20220023626,A,A,,Unknown,3,Other injury,D,1.0,2,Drivers,V,,
T20210024584,01,B,F,22-25,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240009383,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20220004181,01,,M,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20220004702,B,B,F,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20220004702,C,C,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220004702,A,A,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240016509,01,A,F,5-12,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20220004181,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230030394,A,A,F,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240010607,B,B,F,26-29,3,Other injury,D,9.0,2,Drivers,V,,1.0
T20220014737,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,
T20230007501,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220028862,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20220011426,A,A,M,50-59,3,Other injury,D,2.0,2,Drivers,V,N,0.0
T20240009759,A,A,F,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230007501,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028056,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20230028056,01,A,F,40-49,4,Not injured,LF,9.0,3,Passengers,,,9.0
T20240000585,A,A,M,40-49,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20240000585,01,B,F,50-59,4,Not injured,PL,8.0,5,Pillion Passengers,,,1.0
T20240000585,B,B,M,60-64,3,Other injury,D,8.0,4,Motorcyclists,V,N,1.0
T20230017736,A,A,F,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20230019849,A,A,M,65-69,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,2.0
T20230016718,A,A,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230016718,B,B,M,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230016739,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240010607,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210021277,B,B,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240000994,01,,F,18-21,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20210021277,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210023702,01,B,F,40-49,3,Other injury,LF,1.0,3,Passengers,,,
T20240000638,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20240000638,01,,M,50-59,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20200011900,A,A,M,65-69,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200011900,B,B,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20220000703,B,B,M,50-59,2,Serious injury,D,6.0,9,Not Known,V,Y,1.0
T20220018463,19,D,U,Unknown,4,Not injured,OR,9.0,3,Passengers,,,0.0
T20220010226,F,F,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190019541,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,Z,,0.0
T20220010226,02,,M,50-59,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20240017122,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220010226,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210009299,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240005980,03,B,M,60-64,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240001769,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230004918,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240008172,A,A,F,65-69,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220002060,03,A,M,70+,1,Fatality,OR,5.0,9,Not Known,,Y,1.0
T20220017784,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028826,D,D,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220010226,01,F,F,50-59,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20200017975,A,A,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200017975,B,B,M,22-25,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,9.0
T20160015841,B,B,M,70+,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20210024651,A,A,M,60-64,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20210008592,A,A,M,30-39,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20230024255,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230021625,A,A,M,70+,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20200023057,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,
T20230017225,A,A,M,65-69,3,Other injury,D,1.0,2,Drivers,N,N,0.0
T20240009854,03,A,M,0-4,3,Other injury,LR,3.0,3,Passengers,,N,0.0
T20240012073,01,A,F,65-69,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20220018463,27,D,U,Unknown,4,Not injured,OR,9.0,3,Passengers,,,0.0
T20230004904,A,A,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230004904,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230014090,A,A,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230014090,B,B,M,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230014090,01,B,M,18-21,3,Other injury,LF,9.0,3,Passengers,,,0.0
T20230014090,02,B,F,50-59,3,Other injury,LR,9.0,3,Passengers,,N,0.0
T20230014074,A,A,M,26-29,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20120022010,03,B,F,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,11,B,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,04,B,M,30-39,4,Not injured,NK,9.0,3,Passengers,,,0.0
T20120022010,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120022010,07,B,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,08,B,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,01,B,M,50-59,3,Other injury,NK,9.0,3,Passengers,V,N,0.0
T20120022010,09,B,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,02,B,M,40-49,4,Not injured,NK,9.0,3,Passengers,,,0.0
T20120022010,10,B,M,30-39,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,06,B,F,26-29,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,05,B,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120022010,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230010051,01,B,F,50-59,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230010051,A,A,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230010051,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220012948,B,B,F,18-21,3,Other injury,NK,9.0,2,Drivers,V,N,9.0
T20220012948,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220009647,A,A,F,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220009647,01,,F,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230015671,A,A,U,Unknown,4,Not injured,D,9.0,6,Bicyclists,,,9.0
T20230015671,01,,M,65-69,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20220012382,B,B,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,9.0
T20220012382,A,A,M,50-59,3,Other injury,D,6.0,6,Bicyclists,V,N,2.0
T20220016643,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220016643,B,B,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230018323,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230019413,A,A,F,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230019413,B,B,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,Z,Y,1.0
T20220017802,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20220017802,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230014876,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230014876,A,A,M,40-49,3,Other injury,D,9.0,4,Motorcyclists,V,,1.0
T20230017801,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230017801,B,B,M,60-64,2,Serious injury,D,9.0,6,Bicyclists,,Y,
T20220017729,A,A,M,50-59,4,Not injured,D,2.0,2,Drivers,V,,
T20220017729,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,
T20230020753,A,A,M,60-64,2,Serious injury,D,9.0,6,Bicyclists,V,Y,1.0
T20230021645,A,A,F,60-64,3,Other injury,D,8.0,6,Bicyclists,V,,0.0
T20230021645,B,B,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190025720,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230021786,A,A,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230021422,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230021422,01,A,F,40-49,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20230021565,A,A,M,22-25,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230016668,B,B,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230016668,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230008973,A,A,M,30-39,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20230017393,A,A,M,30-39,2,Serious injury,D,6.0,6,Bicyclists,V,Y,9.0
T20200017099,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220018023,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,
T20200013741,B,B,U,26-29,3,Other injury,D,9.0,6,Bicyclists,,,1.0
T20230014984,01,A,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,Z,Y,1.0
T20230014984,B,B,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230014984,02,B,F,26-29,4,Not injured,LR,2.0,3,Passengers,,,9.0
T20230017674,A,A,M,40-49,3,Other injury,D,6.0,6,Bicyclists,,N,2.0
T20160002160,04,B,F,16-17,4,Not injured,RR,9.0,3,Passengers,,,0.0
T20160002160,B,B,M,16-17,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20160002160,03,B,M,13-15,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20160002160,02,,U,Unknown,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20160002160,A,A,U,Unknown,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20230023476,C,C,F,30-39,3,Other injury,D,1.0,2,Drivers,Z,,0.0
T20220026613,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,N,,0.0
T20210023469,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230023182,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210025987,A,A,F,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20180020419,01,B,F,5-12,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210021695,A,A,F,Unknown,4,Not injured,D,9.0,9,Not Known,Z,,0.0
T20220028127,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220002029,A,A,F,40-49,3,Other injury,D,6.0,4,Motorcyclists,V,,9.0
T20220017778,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220029804,B,B,M,30-39,3,Other injury,D,7.0,4,Motorcyclists,V,,1.0
T20210025354,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210013495,A,A,M,60-64,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,1.0
T20210014624,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190008426,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,Y,0.0
T20210022590,03,B,M,5-12,4,Not injured,NK,3.0,9,Not Known,,,0.0
T20210022590,01,A,M,5-12,3,Other injury,RR,3.0,3,Passengers,,N,0.0
T20210022590,02,B,F,26-29,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20200020543,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20120009558,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200010264,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,
T20220027817,01,A,M,13-15,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210026462,C,C,M,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210021604,01,B,F,65-69,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20210021836,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230009682,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230010048,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,
T20220017487,C,C,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,9.0
T20210023909,A,A,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210023909,02,B,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20220006112,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20120009558,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20200006153,A,A,M,22-25,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230005339,B,B,F,60-64,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20230005339,A,A,M,18-21,3,Other injury,D,6.0,6,Bicyclists,,,1.0
T20220013048,01,B,F,50-59,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20170017915,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210021836,B,B,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210023862,C,C,F,70+,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210023862,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210026227,A,A,F,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
